,show_id,userId,score
7215,as7493,89267.762,3.545
7216,as7494,89943.654,3.425
7217,as7495,88853.407,3.468
7218,as7496,83126.467,3.534
7219,as7497,87909.918,3.558
7220,as7498,95802.913,3.459
7221,as7499,89964.764,3.526
7222,as75,86410.41,3.487
7223,as750,91664.504,3.572
7224,as7500,97497.306,3.513
7225,as7501,86695.387,3.493
7226,as7502,89049.185,3.591
7227,as7503,92707.07,3.569
7228,as7504,92519.229,3.61
7229,as7505,89857.335,3.584
7230,as7506,90236.61,3.526
7231,as7507,89355.522,3.557
7232,as7508,84278.038,3.537
7233,as7509,83045.558,3.532
7234,as751,93590.038,3.504
7235,as7510,86321.328,3.447
7236,as7511,77439.72,3.521
7237,as7512,95317.246,3.569
7238,as7513,93948.499,3.549
7239,as7514,88583.053,3.493
7240,as7515,93826.221,3.442
7241,as7516,94461.761,3.582
7242,as7517,94484.326,3.548
7243,as7518,86769.912,3.547
7244,as7519,87645.947,3.482
7245,as752,82061.272,3.569
7246,as7520,98175.761,3.558
7247,as7521,86670.339,3.5
7248,as7522,93313.75,3.545
7249,as7523,86516.97,3.56
7250,as7524,87050.451,3.534
7251,as7525,92276.862,3.523
7252,as7526,91373.292,3.577
7253,as7527,84661.48,3.556
7254,as7528,92045.477,3.558
7255,as7529,89699.76,3.526
7256,as753,96079.824,3.497
7257,as7530,90999.534,3.501
7258,as7531,92220.919,3.513
7259,as7532,92424.974,3.481
7260,as7533,93537.623,3.517
7261,as7534,82887.638,3.547
7262,as7535,92467.435,3.518
7263,as7536,88958.399,3.575
7264,as7537,86400.287,3.525
7265,as7538,91906.502,3.582
7266,as7539,90919.268,3.507
7267,as754,89201.455,3.466
7268,as7540,93792.064,3.564
7269,as7541,87385.646,3.524
7270,as7542,93776.004,3.535
7271,as7543,92391.642,3.567
7272,as7544,86265.485,3.491
7273,as7545,92787.436,3.512
7274,as7546,87189.742,3.559
7275,as7547,91295.845,3.602
7276,as7548,84609.72,3.542
7277,as7549,92087.674,3.504
7278,as755,96457.336,3.508
7279,as7550,90730.885,3.606
7280,as7551,98317.342,3.533
7281,as7552,90251.889,3.572
7282,as7553,87861.228,3.552
7283,as7554,85304.118,3.507
7284,as7555,88783.422,3.493
7285,as7556,86289.773,3.454
7286,as7557,90464.165,3.476
7287,as7558,97102.057,3.564
7288,as7559,79696.402,3.573
7289,as756,91865.796,3.513
7290,as7560,90175.64,3.563
7291,as7561,94690.175,3.629
7292,as7562,91067.495,3.535
7293,as7563,92013.957,3.533
7294,as7564,93485.459,3.491
7295,as7565,91132.221,3.564
7296,as7566,97208.181,3.506
7297,as7567,94082.26,3.502
7298,as7568,87507.465,3.424
7299,as7569,86447.419,3.461
7300,as757,87412.971,3.553
7301,as7570,101885.561,3.537
7302,as7571,84511.576,3.481
7303,as7572,90319.652,3.561
7304,as7573,86083.927,3.564
7305,as7574,88914.801,3.499
7306,as7575,86433.184,3.528
7307,as7576,90875.395,3.593
7308,as7577,88523.134,3.483
7309,as7578,86886.481,3.5
7310,as7579,90939.435,3.585
7311,as758,91817.626,3.459
7312,as7580,87946.364,3.473
7313,as7581,96919.822,3.57
7314,as7582,96542.414,3.533
7315,as7583,88455.303,3.54
7316,as7584,91104.565,3.508
7317,as7585,89469.131,3.519
7318,as7586,90418.425,3.626
7319,as7587,90136.004,3.586
7320,as7588,97549.944,3.527
7321,as7589,91215.774,3.528
7322,as759,93207.855,3.558
7323,as7590,86004.59,3.564
7324,as7591,95238.586,3.53
7325,as7592,85322.969,3.527
7326,as7593,93526.368,3.534
7327,as7594,93563.34,3.625
7328,as7595,89606.197,3.515
7329,as7596,94065.166,3.493
7330,as7597,88492.825,3.551
7331,as7598,96680.367,3.489
7332,as7599,92268.295,3.519
7333,as76,84113.982,3.541
7334,as760,86244.257,3.458
7335,as7600,91867.344,3.493
7336,as7601,96155.052,3.508
7337,as7602,91455.349,3.52
7338,as7603,95264.83,3.494
7339,as7604,90313.405,3.467
7340,as7605,95835.531,3.485
7341,as7606,90470.459,3.548
7342,as7607,92800.372,3.402
7343,as7608,100121.028,3.53
7344,as7609,87577.157,3.509
7345,as761,88985.41,3.598
7346,as7610,96815.827,3.554
7347,as7611,86873.649,3.394
7348,as7612,85749.166,3.593
7349,as7613,90069.123,3.468
7350,as7614,84698.722,3.498
7351,as7615,85721.249,3.432
7352,as7616,89109.943,3.5
7353,as7617,92162.514,3.384
7354,as7618,91699.428,3.517
7355,as7619,81845.619,3.485
7356,as762,88825.722,3.499
7357,as7620,89325.116,3.591
7358,as7621,93244.407,3.544
7359,as7622,90748.525,3.573
7360,as7623,95349.506,3.504
7361,as7624,88258.45,3.461
7362,as7625,94186.92,3.508
7363,as7626,91123.776,3.519
7364,as7627,99576.284,3.601
7365,as7628,89759.648,3.514
7366,as7629,91557.794,3.564
7367,as763,88829.974,3.511
7368,as7630,87444.641,3.497
7369,as7631,89647.725,3.584
7370,as7632,82722.628,3.601
7371,as7633,87925.419,3.547
7372,as7634,84193.681,3.524
7373,as7635,89426.835,3.548
7374,as7636,91814.025,3.523
7375,as7637,84743.747,3.53
7376,as7638,86247.951,3.541
7377,as7639,88127.021,3.553
7378,as764,84042.325,3.607
7379,as7640,89077.581,3.444
7380,as7641,93856.228,3.529
7381,as7642,91361.225,3.519
7382,as7643,89193.226,3.511
7383,as7644,84790.629,3.652
7384,as7645,85810.54,3.416
7385,as7646,97741.664,3.567
7386,as7647,91258.631,3.514
7387,as7648,89130.079,3.626
7388,as7649,96939.033,3.547
7389,as765,93421.88,3.506
7390,as7650,92106.706,3.483
7391,as7651,92757.292,3.45
7392,as7652,89613.038,3.55
7393,as7653,90049.321,3.577
7394,as7654,88057.998,3.547
7395,as7655,89873.641,3.606
7396,as7656,91787.685,3.475
7397,as7657,93122.321,3.472
7398,as7658,87797.248,3.609
7399,as7659,91342.763,3.568
7400,as766,83513.059,3.485
7401,as7660,89192.11,3.561
7402,as7661,86906.006,3.613
7403,as7662,86255.146,3.574
7404,as7663,94046.951,3.521
7405,as7664,91375.374,3.503
7406,as7665,93437.223,3.52
7407,as7666,91729.231,3.577
7408,as7667,95479.136,3.577
7409,as7668,82450.704,3.535
7410,as7669,95293.787,3.467
7411,as767,93113.883,3.49
7412,as7670,83419.294,3.495
7413,as7671,89954.44,3.511
7414,as7672,85094.745,3.636
7415,as7673,93175.617,3.625
7416,as7674,88934.618,3.525
7417,as7675,93906.996,3.684
7418,as7676,85160.113,3.553
7419,as7677,84891.93,3.483
7420,as7678,94435.817,3.631
7421,as7679,89077.251,3.556
7422,as768,87072.988,3.523
7423,as7680,94450.397,3.542
7424,as7681,91127.252,3.536
7425,as7682,86523.142,3.554
7426,as7683,96114.184,3.533
7427,as7684,82149.717,3.605
7428,as7685,93847.954,3.588
7429,as7686,93746.322,3.507
7430,as7687,88849.485,3.524
7431,as7688,85074.706,3.56
7432,as7689,88740.642,3.562
7433,as769,96144.877,3.546
7434,as7690,92613.757,3.616
7435,as7691,92248.201,3.521
7436,as7692,85529.895,3.524
7437,as7693,90683.663,3.47
7438,as7694,93705.264,3.542
7439,as7695,88767.267,3.593
7440,as7696,92984.36,3.48
7441,as7697,97134.792,3.6
7442,as7698,87768.777,3.553
7443,as7699,84792.77,3.565
7444,as77,86425.131,3.624
7445,as770,92628.753,3.487
7446,as7700,92927.858,3.478
7447,as7701,93483.953,3.498
7448,as7702,84765.118,3.537
7449,as7703,87788.273,3.501
7450,as7704,93150.908,3.561
7451,as7705,92582.16,3.525
7452,as7706,82724.476,3.473
7453,as7707,96195.44,3.606
7454,as7708,92874.877,3.424
7455,as7709,86545.562,3.544
7456,as771,93998.181,3.643
7457,as7710,94734.685,3.509
7458,as7711,94083.548,3.533
7459,as7712,81729.876,3.539
7460,as7713,87604.568,3.462
7461,as7714,88160.955,3.54
7462,as7715,86496.354,3.564
7463,as7716,84957.957,3.54
7464,as7717,88573.273,3.462
7465,as7718,92884.914,3.545
7466,as7719,90731.429,3.51
7467,as772,97100.88,3.602
7468,as7720,79444.793,3.548
7469,as7721,91189.208,3.469
7470,as7722,88311.056,3.531
7471,as7723,84717.42,3.53
7472,as7724,88644.05,3.557
7473,as7725,94004.358,3.548
7474,as7726,87530.621,3.456
7475,as7727,86517.004,3.467
7476,as7728,88160.547,3.552
7477,as7729,90465.888,3.614
7478,as773,94572.259,3.409
7479,as7730,90104.752,3.58
7480,as7731,93450.384,3.581
7481,as7732,93122.425,3.546
7482,as7733,85945.262,3.573
7483,as7734,95875.479,3.485
7484,as7735,88769.148,3.547
7485,as7736,87291.456,3.551
7486,as7737,87351.743,3.578
7487,as7738,93313.785,3.548
7488,as7739,89361.085,3.535
7489,as774,89793.343,3.477
7490,as7740,93443.168,3.55
7491,as7741,91134.623,3.576
7492,as7742,86999.987,3.593
7493,as7743,91357.132,3.465
7494,as7744,87562.887,3.507
7495,as7745,84517.925,3.438
7496,as7746,93749.798,3.473
7497,as7747,85192.41,3.48
7498,as7748,81665.186,3.486
7499,as7749,88934.638,3.496
7500,as775,84948.797,3.567
7501,as7750,94931.994,3.516
7502,as7751,89485.549,3.571
7503,as7752,86221.441,3.476
7504,as7753,93761.873,3.52
7505,as7754,98728.204,3.431
7506,as7755,99617.148,3.509
7507,as7756,91793.314,3.476
7508,as7757,92218.872,3.585
7509,as7758,86009.521,3.564
7510,as7759,91863.596,3.504
7511,as776,90890.228,3.535
7512,as7760,96944.679,3.545
7513,as7761,90729.514,3.501
7514,as7762,89799.785,3.476
7515,as7763,92379.526,3.532
7516,as7764,93502.745,3.507
7517,as7765,81175.264,3.61
7518,as7766,89989.217,3.502
7519,as7767,98044.652,3.571
7520,as7768,93518.249,3.489
7521,as7769,87842.965,3.589
7522,as777,82935.638,3.456
7523,as7770,90816.652,3.541
7524,as7771,90350.613,3.51
7525,as7772,88656.622,3.503
7526,as7773,94142.372,3.558
7527,as7774,90812.189,3.589
7528,as7775,84225.116,3.519
7529,as7776,94969.374,3.562
7530,as7777,92660.384,3.45
7531,as7778,93544.507,3.562
7532,as7779,90637.237,3.522
7533,as778,93260.131,3.529
7534,as7780,93061.641,3.494
7535,as7781,89857.07,3.581
7536,as7782,93214.49,3.444
7537,as7783,93857.374,3.563
7538,as7784,88958.837,3.58
7539,as7785,83716.422,3.46
7540,as7786,91608.186,3.501
7541,as7787,85612.807,3.448
7542,as7788,89469.062,3.581
7543,as7789,86422.452,3.508
7544,as779,91096.424,3.521
7545,as7790,92137.818,3.459
7546,as7791,84630.119,3.454
7547,as7792,90938.813,3.581
7548,as7793,92951.394,3.509
7549,as7794,87485.408,3.563
7550,as7795,95148.883,3.536
7551,as7796,91340.422,3.582
7552,as7797,98183.126,3.529
7553,as7798,89365.588,3.513
7554,as7799,98161.828,3.597
7555,as78,84867.977,3.522
7556,as780,92077.63,3.521
7557,as7800,97436.175,3.478
7558,as7801,99803.756,3.509
7559,as7802,93926.344,3.48
7560,as7803,88064.346,3.439
7561,as7804,95950.277,3.539
7562,as7805,93117.13,3.54
7563,as7806,90723.285,3.516
7564,as7807,86667.359,3.577
7565,as7808,87426.294,3.534
7566,as7809,81829.821,3.489
7567,as781,83220.253,3.5
7568,as7810,91921.894,3.573
7569,as7811,92070.778,3.581
7570,as7812,86201.069,3.545
7571,as7813,88625.256,3.572
7572,as7814,91459.789,3.492
7573,as7815,93098.914,3.492
7574,as7816,91493.274,3.457
7575,as7817,87324.168,3.557
7576,as7818,95751.178,3.599
7577,as7819,85935.683,3.452
7578,as782,85476.166,3.475
7579,as7820,88629.179,3.552
7580,as7821,93094.598,3.484
7581,as7822,90806.066,3.513
7582,as7823,87613.685,3.508
7583,as7824,90488.351,3.557
7584,as7825,90651.149,3.478
7585,as7826,90577.794,3.526
7586,as7827,86844.247,3.462
7587,as7828,89159.124,3.58
7588,as7829,87969.232,3.522
7589,as783,88269.164,3.537
7590,as7830,86978.566,3.563
7591,as7831,89895.908,3.501
7592,as7832,84057.696,3.533
7593,as7833,89508.567,3.478
7594,as7834,96553.49,3.485
7595,as7835,93317.101,3.496
7596,as7836,78749.411,3.543
7597,as7837,88896.347,3.542
7598,as7838,85257.862,3.587
7599,as7839,95212.026,3.495
7600,as784,87603.786,3.598
7601,as7840,91920.598,3.509
7602,as7841,88305.216,3.549
7603,as7842,88170.169,3.6
7604,as7843,98062.026,3.616
7605,as7844,90591.202,3.503
7606,as7845,91691.497,3.577
7607,as7846,90707.971,3.581
7608,as7847,93297.254,3.548
7609,as7848,95104.384,3.503
7610,as7849,85846.455,3.575
7611,as785,87488.471,3.544
7612,as7850,91120.064,3.475
7613,as7851,87718.626,3.666
7614,as7852,95236.051,3.598
7615,as7853,91012.649,3.51
7616,as7854,93346.145,3.571
7617,as7855,84937.719,3.595
7618,as7856,89508.479,3.541
7619,as7857,85204.416,3.539
7620,as7858,95529.262,3.503
7621,as7859,86138.972,3.537
7622,as786,95850.066,3.52
7623,as7860,89482.952,3.483
7624,as7861,84190.808,3.512
7625,as7862,91436.619,3.546
7626,as7863,84553.495,3.507
7627,as7864,89909.491,3.529
7628,as7865,94718.016,3.515
7629,as7866,86458.913,3.497
7630,as7867,87894.199,3.584
7631,as7868,98614.285,3.521
7632,as7869,86091.909,3.484
7633,as787,84216.061,3.543
7634,as7870,80707.911,3.537
7635,as7871,94201.725,3.535
7636,as7872,91107.159,3.461
7637,as7873,90461.893,3.526
7638,as7874,93690.394,3.546
7639,as7875,93840.225,3.493
7640,as7876,96408.525,3.523
7641,as7877,87256.888,3.434
7642,as7878,88241.121,3.437
7643,as7879,90170.896,3.518
7644,as788,86008.107,3.503
7645,as7880,85880.131,3.57
7646,as7881,91920.214,3.512
7647,as7882,86647.167,3.584
7648,as7883,93270.44,3.551
7649,as7884,85523.173,3.615
7650,as7885,85886.802,3.635
7651,as7886,91036.46,3.565
7652,as7887,94135.314,3.572
7653,as7888,83195.425,3.495
7654,as7889,93875.954,3.504
7655,as789,89782.428,3.522
7656,as7890,91868.558,3.48
7657,as7891,90359.685,3.528
7658,as7892,86135.967,3.589
7659,as7893,91351.684,3.559
7660,as7894,86096.279,3.471
7661,as7895,100438.087,3.497
7662,as7896,84008.82,3.54
7663,as7897,91558.376,3.532
7664,as7898,87182.474,3.527
7665,as7899,87280.149,3.499
7666,as79,87154.868,3.603
7667,as790,92604.291,3.517
7668,as7900,86529.329,3.568
7669,as7901,89346.893,3.449
7670,as7902,92792.279,3.445
7671,as7903,90705.492,3.542
7672,as7904,87296.299,3.54
7673,as7905,94895.206,3.626
7674,as7906,91173.42,3.486
7675,as7907,94054.87,3.51
7676,as7908,90458.083,3.537
7677,as7909,87131.33,3.526
7678,as791,89959.672,3.582
7679,as7910,93093.994,3.531
7680,as7911,91557.16,3.531
7681,as7912,90662.507,3.508
7682,as7913,91168.45,3.495
7683,as7914,95095.663,3.481
7684,as7915,80881.299,3.521
7685,as7916,90214.157,3.445
7686,as7917,97766.14,3.551
7687,as7918,86160.192,3.591
7688,as7919,89695.514,3.561
7689,as792,92410.818,3.507
7690,as7920,90296.69,3.546
7691,as7921,86778.238,3.631
7692,as7922,93255.506,3.485
7693,as7923,92794.403,3.658
7694,as7924,91173.0,3.496
7695,as7925,94918.395,3.568
7696,as7926,84662.436,3.503
7697,as7927,93524.04,3.539
7698,as7928,93750.083,3.49
7699,as7929,90880.396,3.519
7700,as793,83347.652,3.632
7701,as7930,89531.916,3.509
7702,as7931,84719.271,3.514
7703,as7932,85114.347,3.533
7704,as7933,82167.522,3.501
7705,as7934,95859.853,3.595
7706,as7935,87255.638,3.612
7707,as7936,90764.41,3.425
7708,as7937,94626.589,3.629
7709,as7938,93148.16,3.569
7710,as7939,91310.769,3.498
7711,as794,91946.627,3.526
7712,as7940,90470.293,3.553
7713,as7941,93002.48,3.526
7714,as7942,88397.019,3.501
7715,as7943,89900.585,3.594
7716,as7944,95367.145,3.474
7717,as7945,92896.475,3.514
7718,as7946,87784.764,3.553
7719,as7947,91168.767,3.478
7720,as7948,84219.114,3.494
7721,as7949,95749.149,3.518
7722,as795,89855.987,3.533
7723,as7950,85919.595,3.605
7724,as7951,89948.06,3.586
7725,as7952,92340.461,3.51
7726,as7953,87837.286,3.592
7727,as7954,90328.938,3.464
7728,as7955,89381.218,3.491
7729,as7956,91499.335,3.536
7730,as7957,92459.566,3.582
7731,as7958,95395.978,3.527
7732,as7959,94777.587,3.563
7733,as796,92037.545,3.538
7734,as7960,93341.278,3.558
7735,as7961,87609.571,3.481
7736,as7962,92846.695,3.425
7737,as7963,88023.919,3.588
7738,as7964,88177.202,3.548
7739,as7965,91210.977,3.553
7740,as7966,89562.413,3.606
7741,as7967,95722.912,3.55
7742,as7968,85149.317,3.579
7743,as7969,87820.121,3.543
7744,as797,89652.058,3.564
7745,as7970,88893.441,3.524
7746,as7971,94030.019,3.527
7747,as7972,90743.762,3.548
7748,as7973,82432.085,3.521
7749,as7974,90066.529,3.624
7750,as7975,90112.631,3.493
7751,as7976,86682.223,3.43
7752,as7977,83331.686,3.421
7753,as7978,86521.814,3.605
7754,as7979,92790.528,3.425
7755,as798,89659.048,3.562
7756,as7980,89122.519,3.494
7757,as7981,87832.669,3.562
7758,as7982,88518.668,3.509
7759,as7983,85843.543,3.655
7760,as7984,86778.449,3.474
7761,as7985,81408.703,3.467
7762,as7986,91775.747,3.471
7763,as7987,95944.537,3.569
7764,as7988,87594.51,3.465
7765,as7989,92920.341,3.55
7766,as799,83494.598,3.574
7767,as7990,92856.758,3.525
7768,as7991,86986.46,3.516
7769,as7992,92065.115,3.515
7770,as7993,83003.026,3.471
7771,as7994,93106.166,3.471
7772,as7995,89689.343,3.587
7773,as7996,87618.839,3.432
7774,as7997,87531.448,3.608
7775,as7998,96111.654,3.574
7776,as7999,94106.684,3.623
7777,as8,91347.464,3.517
7778,as80,87552.429,3.613
7779,as800,83248.934,3.509
7780,as8000,91014.356,3.572
7781,as8001,89621.041,3.539
7782,as8002,88641.154,3.602
7783,as8003,82202.095,3.536
7784,as8004,82972.343,3.526
7785,as8005,87980.002,3.47
7786,as8006,97848.121,3.565
7787,as8007,88800.641,3.516
7788,as8008,89254.434,3.493
7789,as8009,80579.764,3.526
7790,as801,89537.117,3.481
7791,as8010,86759.875,3.626
7792,as8011,94932.607,3.594
7793,as8012,94315.866,3.494
7794,as8013,87610.041,3.518
7795,as8014,84160.526,3.492
7796,as8015,91162.406,3.462
7797,as8016,94252.491,3.459
7798,as8017,91102.561,3.488
7799,as8018,87739.976,3.525
7800,as8019,87127.075,3.49
7801,as802,94076.285,3.414
7802,as8020,90331.224,3.574
7803,as8021,90880.011,3.529
7804,as8022,85493.134,3.525
7805,as8023,85755.072,3.544
7806,as8024,86724.665,3.479
7807,as8025,92601.522,3.411
7808,as8026,92182.947,3.569
7809,as8027,91865.608,3.572
7810,as8028,87114.99,3.567
7811,as8029,91254.845,3.472
7812,as803,83240.765,3.539
7813,as8030,89615.211,3.484
7814,as8031,95452.032,3.551
7815,as8032,91039.113,3.592
7816,as8033,81085.898,3.506
7817,as8034,96171.046,3.414
7818,as8035,86046.316,3.546
7819,as8036,94264.025,3.52
7820,as8037,95094.103,3.565
7821,as8038,95022.551,3.499
7822,as8039,98883.01,3.555
7823,as804,87545.213,3.576
7824,as8040,90699.015,3.585
7825,as8041,92437.035,3.596
7826,as8042,95781.775,3.58
7827,as8043,89152.646,3.54
7828,as8044,91423.081,3.496
7829,as8045,85574.537,3.556
7830,as8046,91518.818,3.57
7831,as8047,91702.091,3.538
7832,as8048,91521.988,3.489
7833,as8049,88475.827,3.491
7834,as805,98666.902,3.489
7835,as8050,86959.938,3.528
7836,as8051,88838.952,3.476
7837,as8052,93645.139,3.597
7838,as8053,95924.374,3.518
7839,as8054,92612.112,3.523
7840,as8055,86184.648,3.53
7841,as8056,87623.515,3.505
7842,as8057,85371.835,3.505
7843,as8058,88327.405,3.532
7844,as8059,90335.653,3.622
7845,as806,90027.004,3.646
7846,as8060,91578.176,3.513
7847,as8061,98769.937,3.446
7848,as8062,85751.705,3.562
7849,as8063,91656.336,3.512
7850,as8064,94437.373,3.541
7851,as8065,91258.371,3.609
7852,as8066,92590.586,3.539
7853,as8067,89855.029,3.56
7854,as8068,93728.272,3.476
7855,as8069,86647.863,3.527
7856,as807,89508.024,3.375
7857,as8070,91684.953,3.474
7858,as8071,89016.834,3.513
7859,as8072,91031.553,3.547
7860,as8073,88461.559,3.561
7861,as8074,91564.357,3.567
7862,as8075,94328.78,3.506
7863,as8076,85449.341,3.498
7864,as8077,86167.663,3.567
7865,as8078,88889.064,3.452
7866,as8079,88100.798,3.533
7867,as808,92183.366,3.512
7868,as8080,95360.185,3.544
7869,as8081,87221.738,3.546
7870,as8082,94230.829,3.571
7871,as8083,84291.812,3.581
7872,as8084,84666.224,3.54
7873,as8085,83666.053,3.577
7874,as8086,83910.173,3.484
7875,as8087,92076.342,3.552
7876,as8088,90620.456,3.494
7877,as8089,88007.286,3.477
7878,as809,98323.636,3.494
7879,as8090,81595.823,3.565
7880,as8091,89728.246,3.553
7881,as8092,89099.015,3.606
7882,as8093,85974.476,3.526
7883,as8094,95371.561,3.523
7884,as8095,88557.758,3.539
7885,as8096,88411.466,3.49
7886,as8097,87725.393,3.553
7887,as8098,92686.545,3.514
7888,as8099,90600.512,3.594
7889,as81,90171.898,3.565
7890,as810,90951.414,3.451
7891,as8100,88411.941,3.51
7892,as8101,86419.967,3.568
7893,as8102,94872.153,3.458
7894,as8103,89582.711,3.517
7895,as8104,87326.263,3.43
7896,as8105,87081.613,3.484
7897,as8106,97251.949,3.546
7898,as8107,90842.701,3.551
7899,as8108,87983.957,3.555
7900,as8109,92586.84,3.54
7901,as811,88853.734,3.497
7902,as8110,93443.921,3.554
7903,as8111,91296.836,3.585
7904,as8112,91152.826,3.624
7905,as8113,85980.514,3.545
7906,as8114,87700.338,3.593
7907,as8115,93445.622,3.533
7908,as8116,91981.436,3.474
7909,as8117,91747.536,3.585
7910,as8118,88000.435,3.503
7911,as8119,91251.953,3.538
7912,as812,95949.137,3.679
7913,as8120,91421.173,3.602
7914,as8121,88229.076,3.511
7915,as8122,91966.779,3.57
7916,as8123,92734.084,3.498
7917,as8124,92740.24,3.545
7918,as8125,96805.987,3.341
7919,as8126,85909.579,3.594
7920,as8127,93616.457,3.563
7921,as8128,90878.075,3.634
7922,as8129,87441.556,3.467
7923,as813,89856.798,3.507
7924,as8130,92355.025,3.469
7925,as8131,84825.771,3.524
7926,as8132,91940.551,3.513
7927,as8133,89258.35,3.588
7928,as8134,89418.021,3.495
7929,as8135,89207.82,3.571
7930,as8136,84688.6,3.512
7931,as8137,95566.363,3.577
7932,as8138,91263.721,3.495
7933,as8139,88115.209,3.573
7934,as814,89310.593,3.669
7935,as8140,90524.707,3.576
7936,as8141,87828.014,3.464
7937,as8142,88739.469,3.591
7938,as8143,89410.952,3.58
7939,as8144,85331.41,3.503
7940,as8145,91772.544,3.607
7941,as8146,90154.1,3.388
7942,as8147,91573.632,3.456
7943,as8148,89806.537,3.449
7944,as8149,88458.913,3.512
7945,as815,100428.537,3.534
7946,as8150,91930.608,3.575
7947,as8151,92574.21,3.57
7948,as8152,90275.675,3.496
7949,as8153,85937.253,3.533
7950,as8154,90984.676,3.524
7951,as8155,83122.915,3.534
7952,as8156,87480.976,3.518
7953,as8157,92246.392,3.543
7954,as8158,90400.651,3.553
7955,as8159,86324.647,3.456
7956,as816,86444.492,3.508
7957,as8160,91406.228,3.557
7958,as8161,90890.878,3.523
7959,as8162,92289.723,3.495
7960,as8163,88404.776,3.526
7961,as8164,81774.357,3.515
7962,as8165,96504.58,3.488
7963,as8166,95398.303,3.541
7964,as8167,83965.47,3.488
7965,as8168,89720.243,3.55
7966,as8169,84743.132,3.54
7967,as817,86583.126,3.63
7968,as8170,93617.026,3.527
7969,as8171,84946.124,3.472
7970,as8172,88887.221,3.532
7971,as8173,96180.308,3.391
7972,as8174,86761.358,3.473
7973,as8175,91995.65,3.499
7974,as8176,91927.998,3.583
7975,as8177,94117.978,3.536
7976,as8178,88866.733,3.558
7977,as8179,86781.047,3.62
7978,as818,90329.291,3.466
7979,as8180,87261.323,3.583
7980,as8181,92519.368,3.54
7981,as8182,91220.846,3.559
7982,as8183,97835.843,3.559
7983,as8184,91111.677,3.555
7984,as8185,82034.649,3.507
7985,as8186,88033.969,3.511
7986,as8187,89908.453,3.548
7987,as8188,95286.325,3.601
7988,as8189,95865.636,3.508
7989,as819,81276.287,3.598
7990,as8190,89977.983,3.571
7991,as8191,91851.634,3.555
7992,as8192,87470.013,3.466
7993,as8193,95363.047,3.531
7994,as8194,91143.616,3.589
7995,as8195,87479.674,3.52
7996,as8196,96829.574,3.599
7997,as8197,92988.929,3.592
7998,as8198,87619.713,3.495
7999,as8199,86495.12,3.548
8000,as82,88036.448,3.505
8001,as820,91045.19,3.608
8002,as8200,91705.0,3.567
8003,as8201,89019.983,3.525
8004,as8202,92175.763,3.579
8005,as8203,91268.979,3.53
8006,as8204,98986.632,3.522
8007,as8205,88611.291,3.519
8008,as8206,102500.957,3.496
8009,as8207,88469.923,3.576
8010,as8208,92102.968,3.543
8011,as8209,86103.353,3.569
8012,as821,89791.127,3.47
8013,as8210,93984.807,3.494
8014,as8211,86190.797,3.567
8015,as8212,87436.563,3.561
8016,as8213,92882.86,3.503
8017,as8214,92253.325,3.561
8018,as8215,91264.589,3.526
8019,as8216,90934.842,3.591
8020,as8217,93170.8,3.502
8021,as8218,91553.373,3.579
8022,as8219,89486.642,3.562
8023,as822,89038.42,3.552
8024,as8220,92886.459,3.573
8025,as8221,89753.478,3.579
8026,as8222,87989.33,3.456
8027,as8223,86900.412,3.558
8028,as8224,89812.849,3.444
8029,as8225,92834.316,3.573
8030,as8226,88960.083,3.512
8031,as8227,85898.116,3.505
8032,as8228,88708.678,3.557
8033,as8229,84481.219,3.473
8034,as823,92296.928,3.57
8035,as8230,93810.839,3.619
8036,as8231,87413.047,3.552
8037,as8232,89513.792,3.583
8038,as8233,92311.006,3.567
8039,as8234,88310.146,3.516
8040,as8235,87949.289,3.507
8041,as8236,89758.191,3.532
8042,as8237,93752.738,3.486
8043,as8238,81284.959,3.471
8044,as8239,83530.472,3.581
8045,as824,88672.174,3.568
8046,as8240,85327.715,3.541
8047,as8241,89978.723,3.606
8048,as8242,84494.871,3.585
8049,as8243,88821.294,3.484
8050,as8244,88132.778,3.423
8051,as8245,89785.874,3.505
8052,as8246,88405.054,3.501
8053,as8247,92130.93,3.471
8054,as8248,90638.986,3.48
8055,as8249,98677.06,3.582
8056,as825,86727.654,3.506
8057,as8250,88831.297,3.449
8058,as8251,88692.982,3.501
8059,as8252,89017.193,3.519
8060,as8253,87449.667,3.55
8061,as8254,92137.497,3.554
8062,as8255,94351.962,3.481
8063,as8256,91457.076,3.552
8064,as8257,91365.948,3.538
8065,as8258,91406.418,3.594
8066,as8259,89330.777,3.541
8067,as826,93890.404,3.538
8068,as8260,95244.665,3.622
8069,as8261,93142.16,3.602
8070,as8262,88340.144,3.468
8071,as8263,98203.463,3.497
8072,as8264,89293.909,3.513
8073,as8265,87511.635,3.498
8074,as8266,93840.308,3.495
8075,as8267,89224.027,3.552
8076,as8268,85100.83,3.653
8077,as8269,88491.05,3.513
8078,as827,85106.475,3.537
8079,as8270,85476.257,3.61
8080,as8271,83799.929,3.479
8081,as8272,87634.625,3.603
8082,as8273,95593.969,3.613
8083,as8274,86354.091,3.462
8084,as8275,94432.986,3.66
8085,as8276,87418.721,3.561
8086,as8277,101017.73,3.59
8087,as8278,89083.761,3.474
8088,as8279,90812.764,3.56
8089,as828,86893.948,3.559
8090,as8280,91992.987,3.538
8091,as8281,84413.551,3.593
8092,as8282,96538.133,3.511
8093,as8283,93096.388,3.527
